Name,Year,Body_Type,Origin,Province,District,Transmission,Fuel_Type,Brand,price_num,age,mileage_num
Mitsubishi Triton 4×2 AT MIVEC 2021,2021,Bán tải,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy dầu,Mitsubishi,525000000,4,78000
Toyota Corolla Altis 1.8 G 2020,2020,Sedan,Trong nước,Tp.HCM,Quận 8,Số tự động,Máy xăng,Toyota,545000000,5,70000
Toyota Vios 1.5 E CVT 2022,2022,Sedan,Trong nước,Tp.HCM,Quận 8,Số tự động,Máy xăng,Toyota,425000000,3,16000
Subaru Forester 2.0 - XT 2016,2016,SUV,Nhập khẩu,Tp.HCM,Quận 8,Số tự động,Máy xăng,Subaru,599000000,9,13200
Kia Sorento 2.2 DAT Premium 2019,2019,SUV,Trong nước,Tp.HCM,Quận 8,Số tự động,Máy dầu,Kia,725000000,6,19000
Toyota Rush 1.5 AT 2021,2021,SUV,Nhập khẩu,Tp.HCM,Quận 8,Số tự động,Máy xăng,Toyota,499000000,4,86000
Mazda 6 2.0 Premium 2020,2020,Sedan,Trong nước,Tp.HCM,Quận 8,Số tự động,Máy xăng,Mazda,599000000,5,58000
Land Rover Range Rover Evoque 2.0P HSE Dynamic 2012,2012,SUV,Nhập khẩu,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Land,499000000,13,62000
Ford Everest Titanium 2.0 AT 4x2 2023,2023,SUV,Nhập khẩu,Hải Dương,Hải Dương,Số tự động,Máy dầu,Ford,1199000000,2,13000
Nissan Terra 2.5L E 2WD AT 2019,2019,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Nissan,640000000,6,67000
Nissan Terra 2.5L V 4WD AT 2019,2019,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Nissan,715000000,6,64000
Nissan Terra 2.5L S 2WD MT 2018,2018,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số sàn,Máy dầu,Nissan,530000000,7,88000
Ford Ranger Wildtrak 2.0L 4x4 AT 2022,2022,Bán tải,Trong nước,Hải Dương,Hải Dương,Số tự động,Máy dầu,Ford,815000000,3,65000
Subaru Forester 2.0i-S 2019,2019,SUV,Nhập khẩu,Hà Nội,Long Biên,Số tự động,Máy xăng,Subaru,690000000,6,70000
Hyundai Santa Fe 2.2L Dầu Cao cấp 2022,2022,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy dầu,Hyundai,1158000000,3,70000
Honda Civic 1.5 Turbo RS 2022,2022,Sedan,Nhập khẩu,Hà Nội,Long Biên,Số tự động,Máy xăng,Honda,735000000,3,35000
Toyota Corolla Altis 1.8 G 2011,2011,Sedan,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Toyota,345000000,14,150000
Toyota Land Cruiser Prado TX-L 2017,2017,SUV,Nhập khẩu,Tp.HCM,Gò Vấp,Số tự động,Máy xăng,Toyota,1250000000,8,86000
Toyota Camry 2.5Q 2012,2012,Sedan,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,455000000,13,95000
Toyota Camry 2.5Q 2012,2012,Sedan,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,455000000,13,95000
Mazda 3 1.5L Sedan 2015,2015,Sedan,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Mazda,345000000,10,65000
Suzuki Ertiga Hybrid Ertiga AT 2022,2022,SUV,Nhập khẩu,Tp.HCM,Hóc Môn,Số tự động,Hybrid,Suzuki,455000000,3,50000
Ford Ranger Wildtrak 2.0l bi-turbo 4x4 10 AT 2022,2022,Bán tải,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy dầu,Ford,810000000,3,55000
Toyota Vios 1.5 G CVT 2021,2021,Sedan,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,395000000,4,75000
VinFast LUX SA2.0 Cao cấp 2020,2020,SUV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,VinFast,659000000,5,20000
Suzuki Super Carry Van Blind Van 2020,2020,Van/Minivan,Trong nước,Hà Nội,Đông Anh,Số sàn,Máy xăng,Suzuki,215000000,5,80000
Mercedes-Benz GLC 300 4Matic 2022,2022,SUV,Trong nước,Hà Nội,Đông Anh,Số tự động,Máy xăng,Mercedes-Benz,1800000000,3,60000
Ford EcoSport Titanium 1.5L AT 2016,2016,SUV,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Ford,329000000,9,84000
Porsche Cayenne 3.6 V6 2014,2014,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Porsche,1188000000,11,90
Mercedes-Benz E200 2019,2019,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1039000000,6,65000
Mercedes-Benz GLC 200 4Matic 2022,2022,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1399000000,3,40000
Mercedes-Benz GLC 200 4Matic 2021,2021,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1450000000,4,60000
Suzuki Swift 2014,2014,Hatchback,Nhập khẩu,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Suzuki,265000000,11,86000
Ford Everest Sport 2.0 AT 4x2 2014,2014,Other,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,880000000,11,61000
Volvo XC40 B5 AWD Ultimate 2022,2022,SUV,Nhập khẩu,Hà Nội,Long Biên,Số tự động,Máy xăng,Volvo,1479000000,3,50000
Mercedes-Benz GLC 300 4Matic 2019,2019,Other,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1478000000,6,50000
Hyundai Venue 1.0 T-GDi 2024,2024,Crossover,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Hyundai,530000000,1,11000
Mercedes-Benz GLC 200 V1 2022,2022,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1438000000,3,40233
Mazda 2 Sedan 1.5L Luxury 2021,2021,Sedan,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mazda,458000000,4,7900
VinFast Fadil Tiêu Chuẩn 2022,2022,Hatchback,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,VinFast,337000000,3,21000
Hyundai Elantra   2.0 AT 2021,2021,Sedan,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Hyundai,522000000,4,30000
Mercedes-Benz GLC 300 2021,2021,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1598000000,4,53000
Ford Everest 2.0L ST5 6AT 2WD Titanium 2018,2018,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,828000000,7,66000
Ford Ranger Wildtrak 2.0l bi-turbo 4x4 10 AT 2020,2020,Bán tải,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,670000000,5,89000
Ford Focus S 2.0AT 2013,2013,Hatchback,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,330000000,12,89000
Mercedes-Benz C200 Edition C 2014,2014,Sedan,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Mercedes-Benz,385000000,11,110000
Toyota Vios 1.5E MT 2018,2018,Sedan,Trong nước,Bình Định,Quy Nhơn,Số sàn,Máy xăng,Toyota,278000000,7,107000
Mitsubishi Xpander Cross 1.5 AT 2022,2022,MPV,Nhập khẩu,Tp.HCM,Quận 2,Số tự động,Máy xăng,Mitsubishi,560000000,3,30000
Mercedes-Benz GLC 200 V1 2022,2022,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1679000000,3,28000
Kia Carnival 2.2D Signature 2022,2022,MPV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Kia,1219000000,3,60000
Toyota Camry 2.5Q 2019,2019,Sedan,Nhập khẩu,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,Toyota,805000000,6,80000
Toyota Innova 2.0E 2019,2019,MPV,Trong nước,Bắc Ninh,Bắc Ninh,Số sàn,Máy xăng,Toyota,445000000,6,80000
Toyota Camry 2021,2021,Sedan,Nhập khẩu,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,Toyota,815000000,4,47000
VinFast LUX A2.0 Tiêu chuẩn 2022,2022,Sedan,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,VinFast,589000000,3,45000
Ford Transit MID Tiêu chuẩn 2016,2016,Van/Minivan,Trong nước,Hà Nội,Đông Anh,Số sàn,Máy dầu,Ford,390000000,9,80000
VinFast LUX A2.0 Tiêu chuẩn 2021,2021,Sedan,Trong nước,Tp.HCM,Quận 2,Số tự động,Máy xăng,VinFast,555000000,4,26000
Mercedes-Benz GLC 300 4Matic 2018,2018,SUV,Nhập khẩu,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Mercedes-Benz,1139000000,7,24000
Kia Carnival 2.2D Signature 2024,2024,MPV,Trong nước,Tp.HCM,Quận 2,Số tự động,Máy dầu,Kia,1345000000,1,34000
Kia Morning S 1.25 AT 2018,2018,Hatchback,Trong nước,Tp.HCM,Quận 2,Số tự động,Máy xăng,Kia,299000000,7,34000
Toyota Fortuner 2.4 AT 4x2 Legender 2025,2025,SUV,Trong nước,Tp.HCM,Quận 2,Số tự động,Máy dầu,Toyota,1175000000,0,5000
Toyota Hiace 2011,2011,Van/Minivan,Trong nước,Hà Nội,Đông Anh,Số sàn,Máy xăng,Toyota,285000000,14,10000
Mercedes-Benz E300 AMG 2021,2021,Other,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1858000000,4,20000
Toyota Vios 1.5 E CVT 2024,2024,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Toyota,460000000,1,23000
Peugeot 2008 GT 2022,2022,Crossover,Nhập khẩu,Tp.HCM,Quận 2,Số tự động,Máy xăng,Peugeot,678000000,3,14000
Hyundai Grand i10 2014,2014,Hatchback,Nhập khẩu,Quảng Bình,Đồng Hới,Số sàn,Máy xăng,Hyundai,119000000,11,111000
Hyundai Grand i10 2014,2014,Hatchback,Nhập khẩu,Hà Tĩnh,Hà Tĩnh,Số sàn,Máy xăng,Hyundai,119000000,11,110000
Hyundai Accent 1.4 MT 2018,2018,Sedan,Trong nước,Hà Tĩnh,Hà Tĩnh,Số sàn,Máy xăng,Hyundai,286000000,7,81000
Hyundai Accent 1.4 MT 2018,2018,Sedan,Trong nước,Nghệ An,Vinh,Số sàn,Máy xăng,Hyundai,286000000,7,81000
Daewoo Lacetti EX 1.6 2009,2009,Sedan,Trong nước,Hà Tĩnh,Hà Tĩnh,Số sàn,Máy xăng,Daewoo,75000000,16,102000
Hyundai Accent 1.4 AT Đặc biệt 2015,2015,Sedan,Nhập khẩu,Nghệ An,Vinh,Số tự động,Máy xăng,Hyundai,305000000,10,78000
Daewoo Lacetti EX 1.6 2008,2008,Sedan,Trong nước,Thanh Hóa,Thanh Hóa,Số sàn,Máy xăng,Daewoo,65000000,17,110000
Kia Morning 1.25 MT 2020,2020,Hatchback,Trong nước,Quảng Bình,Đồng Hới,Số sàn,Máy xăng,Kia,200000000,5,67000
Kia Seltos 1.4T Premium 2023,2023,SUV,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Kia,665000000,2,14000
Toyota Fortuner 2.7 V 4X2 AT 2018,2018,SUV,Trong nước,Tp.HCM,Quận 2,Số tự động,Máy xăng,Toyota,685000000,7,60000
Honda City 2014,2014,Sedan,Trong nước,Hà Nội,Đông Anh,Số tự động,Máy xăng,Honda,295000000,11,100000
Hyundai Grand i10 2019,2019,Sedan,Trong nước,Hà Nội,Đông Anh,Số tự động,Máy xăng,Hyundai,320000000,6,30000
Honda City 2016,2016,Sedan,Trong nước,Hà Nội,Đông Anh,Số tự động,Máy xăng,Honda,335000000,9,80000
VinFast Fadil Nâng Cao 2020,2020,Hatchback,Trong nước,Hà Nội,Đông Anh,Số tự động,Máy xăng,VinFast,300000000,5,60000
VinFast VF8 Eco 2022,2022,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Điện,VinFast,730000000,3,31000
Ford Ranger XLS 2.2 4x2 AT 2021,2021,Bán tải,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy dầu,Ford,545000000,4,67000
Isuzu mu-X 2.5 4x2 MT 2017,2017,SUV,Nhập khẩu,Kon Tum,Đăk Hà,Số sàn,Máy dầu,Isuzu,480000000,8,40000
VinFast VF8 Eco 2023,2023,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Điện,VinFast,750000000,2,32000
Hyundai HD 2009,2009,Bán tải,Trong nước,Kon Tum,Đăk Hà,Số tự động,Máy xăng,Hyundai,115000000,16,12345
Hyundai Grand i10 Sedan 1.2 MT 2018,2018,Sedan,Nhập khẩu,Kon Tum,Đăk Hà,Số tự động,Máy xăng,Hyundai,220000000,7,90000
Mercedes-Benz C200 Edition C 2008,2008,Sedan,Trong nước,Kon Tum,Đăk Hà,Số tự động,Máy xăng,Mercedes-Benz,220000000,17,145000
Kia Sonet 1.5 Premium 2022,2022,Other,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy xăng,Kia,575000000,3,30000
Hyundai Accent 1.4 AT Đặc biệt 2020,2020,Sedan,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Hyundai,410000000,5,55000
Ford Ranger XLS 2.0L 4x2 AT 2023,2023,Bán tải,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,668000000,2,6800
Hyundai Santa Fe Gold 2008,2008,SUV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy dầu,Hyundai,325000000,17,173000
Ford Ranger Wildtrak 2.0L 4x4 AT 2019,2019,Bán tải,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy dầu,Ford,530000000,6,87000
Mazda 3 Sport 2.0L Signature Luxury 2022,2022,Hatchback,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mazda,579000000,3,38000
Toyota Vios 1.5E MT 2022,2022,Sedan,Trong nước,Bình Phước,Đồng Phú,Số sàn,Máy xăng,Toyota,390000000,3,30000
Isuzu D-Max Prestige Hi-Lander 2023,2023,Bán tải,Nhập khẩu,Tp.HCM,Quận 2,Số tự động,Máy dầu,Isuzu,590000000,2,40000
Hyundai Tucson 2.0 Tiêu chuẩn 2020,2020,SUV,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy xăng,Hyundai,645000000,5,46000
Honda City RS 2022,2022,Sedan,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Honda,509000000,3,19000
Kia Morning GT-LINE 2022,2022,Hatchback,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Kia,382000000,3,31500
Toyota Fortuner 2.7 V 4X2 AT 2020,2020,SUV,Trong nước,Tp.HCM,Quận 2,Số tự động,Máy xăng,Toyota,780000000,5,31000
Kia Sonet 1.5 Luxury 2023,2023,SUV,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Kia,554000000,2,16000
Ford Everest Titanium 2.2L 4x2 AT 2017,2017,SUV,Nhập khẩu,Tp.HCM,Bình Tân,Số tự động,Máy dầu,Ford,660000000,8,176000
Ford Everest 2018,2018,Other,Nhập khẩu,Bình Phước,Đồng Phú,Số tự động,Máy dầu,Ford,675000000,7,85000
Toyota Fortuner 2.8V 4X4 AT 2018,2018,SUV,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy dầu,Toyota,785000000,7,110000
Mazda 6 2.0 Premium 2022,2022,Sedan,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mazda,689000000,3,25000
Toyota Fortuner 2.7 V 4X2 AT 2018,2018,SUV,Nhập khẩu,Tp.HCM,Quận 2,Số tự động,Máy xăng,Toyota,685000000,7,100000
Hyundai Accent 1.4 AT 2023,2023,Sedan,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Hyundai,455000000,2,15000
Toyota Fortuner 2.8V 4X4 AT 2019,2019,SUV,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy dầu,Toyota,925000000,6,87000
Toyota Fortuner 2.7V 2018,2018,SUV,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Toyota,735000000,7,80000
VinFast LUX A2.0 Tiêu chuẩn 2021,2021,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,VinFast,565000000,4,50000
VinFast VF e34 Tiêu chuẩn 2022,2022,Other,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,VinFast,510000000,3,20000
VinFast LUX A2.0 Cao cấp 2022,2022,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,VinFast,654000000,3,20000
Hyundai Elantra 2021,2021,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,495000000,4,60000
MG RX5 1.5 LUX 2024,2024,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,MG,670000000,1,5000
Ford Ranger XLS 2.2 4x2 MT 2020,2020,Bán tải,Nhập khẩu,Tp.HCM,Bình Tân,Số sàn,Máy dầu,Ford,480000000,5,205000
Mercedes-Benz C200 Avantgarde Plus 2021,2021,Sedan,Nhập khẩu,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Mercedes-Benz,1299000000,4,10000
Toyota Vios 1.5G AT 2023,2023,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Toyota,499000000,2,46000
Mercedes-Benz GLB 200 2020,2020,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1098000000,5,43000
BMW 520i 2022,2022,Sedan,Trong nước,Tp.HCM,Gò Vấp,Số tự động,Máy xăng,BMW,1559000000,3,38000
Mitsubishi Xpander 1.5 AT  2019,2019,MPV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,468000000,6,72000
Ford Everest 2018,2018,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,820000000,7,77000
Mitsubishi Xpander 1.5 AT  2019,2019,MPV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,468000000,6,72000
Mitsubishi Attrage CVT Premium 2021,2021,Sedan,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,370000000,4,45587
Mitsubishi Xpander 1.5 MT 2023,2023,MPV,Trong nước,Tp.HCM,Tân Phú,Số sàn,Máy xăng,Mitsubishi,480000000,2,22522
Mitsubishi Outlander 2.0 CVT 2019,2019,SUV,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,590000000,6,35000
Mitsubishi Xpander 1.5 AT  2022,2022,MPV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,565000000,3,75322
Mitsubishi Xpander AT Premium 2024,2024,MPV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,618000000,1,10993
Mitsubishi Xpander AT Premium 2022,2022,MPV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Mitsubishi,550000000,3,90502
Mitsubishi Triton GLX 2024,2024,Bán tải,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Mitsubishi,620000000,1,20000
Toyota Camry 2.5G 2013,2013,Sedan,Trong nước,Bình Dương,Thủ Dầu Một,Số tự động,Máy xăng,Toyota,483000000,12,86000
VinFast LUX SA2.0 Cao cấp 2020,2020,SUV,Trong nước,Bình Dương,Thủ Dầu Một,Số tự động,Máy xăng,VinFast,668000000,5,69000
Mitsubishi Outlander 2.0 CVT 2023,2023,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mitsubishi,735000000,2,42438
Hyundai Santa Fe 2.2 Dầu Cao cấp 2021,2021,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,Hyundai,1075000000,4,68234
Honda CR-V 1.5 L 2020,2020,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Honda,830000000,5,1
Toyota Corolla Cross 1.8 V  2020,2020,SUV,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Toyota,665000000,5,37942
Mercedes-Benz GLC 200 4Matic 2021,2021,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Mercedes-Benz,1320000000,4,29000
Honda CR-V 1.5 E 2022,2022,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Honda,910000000,3,4100
Toyota Yaris 1.5G 2021,2021,Hatchback,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Toyota,560000000,4,1
Hyundai Santa Fe 2.5 Xăng Cao cấp 2022,2022,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Hyundai,1080000000,3,59500
Subaru Forester 2.0i-L 2020,2020,SUV,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Subaru,690000000,5,84000
Ford Everest Titanium 2.0 AT 4x2 2019,2019,SUV,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,Ford,815000000,6,1
Mercedes-Benz GLC 300 4Matic 2021,2021,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Mercedes-Benz,1690000000,4,59000
Hyundai Santa Fe 2.2 Dầu Cao cấp 2023,2023,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,Hyundai,1165000000,2,39336
Mercedes-Benz C250 Exclusive 2016,2016,Sedan,Nhập khẩu,Hà Nội,Tây Hồ,Số tự động,Máy xăng,Mercedes-Benz,500000000,9,60000
Mercedes-Benz GLC 300 4Matic 2017,2017,SUV,Nhập khẩu,Hà Nội,Tây Hồ,Số tự động,Máy xăng,Mercedes-Benz,960000000,8,50000
Kia Morning Luxury 2020,2020,Hatchback,Trong nước,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,Kia,303000000,5,60000
Mazda 3 Sedan 1.5L Luxury 2019,2019,Sedan,Trong nước,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,Mazda,455000000,6,50000
Toyota Vios 1.5 E CVT 2024,2024,Sedan,Trong nước,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,Toyota,440000000,1,14000
Toyota Vios 1.5 E CVT 2022,2022,Sedan,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,399000000,3,58000
Mercedes-Benz E180 V1 2022,2022,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,1559000000,3,5999
Mercedes-Benz Maybach S500 2015,2015,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1299000000,10,90
Mercedes-Benz GLC 300 4Matic 2017,2017,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1069000000,8,70
Mercedes-Benz C200 Avantgarde Plus 2023,2023,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1699000000,2,10
Mazda 3 Sedan 1.5L Luxury 2021,2021,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Mazda,555000000,4,510000
Kia Seltos 1.4 Premium 2022,2022,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Kia,629000000,3,41000
Hyundai Accent 1.5 AT cao cấp 2024,2024,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Hyundai,545000000,1,2000
Hyundai Elantra   2.0 AT 2021,2021,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Hyundai,498000000,4,42000
Mazda CX-5 2.0 Deluxe 2022,2022,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Mazda,689000000,3,28000
Nissan X trail 2.5 SV 4WD Premium 2018,2018,SUV,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Nissan,540000000,7,86000
Mercedes-Benz E280 2008,2008,Sedan,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mercedes-Benz,195000000,17,260000
Ford Ranger 2015,2015,Other,Nhập khẩu,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Ford,398000000,10,110000
Suzuki Ertiga 1.5L Sport AT 2016,2016,MPV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Suzuki,245000000,9,80000
BMW 730Li M Sport 2011,2011,Sedan,Nhập khẩu,Hà Nội,Long Biên,Số tự động,Máy xăng,BMW,480000000,14,100000
Kia Cerato 1.6 AT Deluxe 2017,2017,Sedan,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Kia,385000000,8,60000
Toyota Fortuner 2.7V 2015,2015,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Toyota,460000000,10,90000
Honda CR-V 1.5 G 2021,2021,SUV,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Honda,799000000,4,70000
Suzuki Swift GLX 1.2 CVT 2019,2019,Hatchback,Nhập khẩu,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Suzuki,399000000,6,56000
Mercedes-Benz C200 2.0 AT 2016,2016,Sedan,Nhập khẩu,Hải Phòng,Kiến An,Số tự động,Máy xăng,Mercedes-Benz,585000000,9,70000
Hyundai Grand Starex 2.4 MT 2016,2016,Van/Minivan,Nhập khẩu,Hà Nội,Đông Anh,Số sàn,Máy dầu,Hyundai,470000000,9,80000
VinFast VF e34 Tiêu chuẩn 2022,2022,SUV,Trong nước,Đồng Nai,Biên Hòa,Số tự động,Điện,VinFast,530000000,3,52000
Toyota Corolla Altis 1.8 G 2014,2014,Sedan,Trong nước,Hưng Yên,Khoái Châu,Số tự động,Máy xăng,Toyota,400000000,11,100000
Toyota Vios 2020,2020,Sedan,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy xăng,Toyota,262000000,5,100000
Mercedes-Benz C200 2.0 AT 2019,2019,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,859000000,6,38000
Mitsubishi Xpander Cross 1.5 AT 2021,2021,MPV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mitsubishi,515000000,4,34000
Honda CR-V 1.5 L 2018,2018,Other,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Honda,725000000,7,80000
Hyundai Grand i10 1.0 AT 2020,2020,Hatchback,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy xăng,Hyundai,162000000,5,10000
Toyota Vios 1.5E MT 2011,2011,Sedan,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy xăng,Toyota,118000000,14,130000
Toyota Veloz Cross CVT Top 2022,2022,MPV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Toyota,580000000,3,31000
Ford Ranger Wildtrak 3.2 4x4 AT 2016,2016,Bán tải,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Ford,530000000,9,120000
